#Num	#Type	#Forme	#POS	#Lemme	#POS	#MORPH	#REL(ID_Gouv)	#PAUSE
333	forme	récit	NC	récit	NC	n=s|g=m	PREP(331)	_
334	delim	 	BLANK	BLANK	_	_	_	_
335	forme	de	P	de	P	_	MOD(307)	_
336	delim	 	BLANK	BLANK	_	_	_	_
337	forme	voyage	NC	voyage	NC	n=s|g=m	PREP(335)	_
338	delim	 	BLANK	BLANK	_	_	_	_
339	delim	:	PONCT	:	_	_	_	_
340	delim	 	BLANK	BLANK	_	_	_	_
341	forme	changement	NC	changement	NC	n=s|g=m	MOD(307)	_
342	delim	 	BLANK	BLANK	_	_	_	_
343	forme	d'	P	de	P	_	MOD(307)	_
344	delim	 	BLANK	BLANK	_	_	_	_
345	forme	énonciateur	NPP	_	NPP	_	PREP(343)	_
346	delim	 	BLANK	BLANK	_	_	_	_
347	delim	?	PONCT	?	_	_	_	_
348	delim	 	BLANK	BLANK	_	_	_	_
349	delim	§	DELIM	§	_	_	_	_
350	delim	 	BLANK	BLANK	_	_	_	_
351	forme	Présence	NC	présence	NC	n=s|g=f	_()	P
352	delim	 	BLANK	BLANK	_	_	_	_
353	forme	de	P	de	P	_	DEP(351)	_
354	delim	 	BLANK	BLANK	_	_	_	_
355	forme	phrases	NC	phrase	NC	n=p|g=f	PREP(353)	_
356	delim	 	BLANK	BLANK	_	_	_	_
357	forme	verbales	ADJ	verbal	ADJ	n=p|g=f	MOD(355)	_
358	delim	 	BLANK	BLANK	_	_	_	_
359	forme	,	PONCT	,	_	_	_	P
360	delim	 	BLANK	BLANK	_	_	_	_
361	forme	phrases	NC	phrase	NC	n=p|g=f	_()	_
362	delim	 	BLANK	BLANK	_	_	_	_
363	forme	averbales	NC	_	NC	_	MOD(361)	_
364	delim	 	BLANK	BLANK	_	_	_	_
365	delim	§	DELIM	§	_	_	_	_
366	delim	 	BLANK	BLANK	_	_	_	_
367	forme	A	P	à	P	_	_()	P
368	delim	 	BLANK	BLANK	_	_	_	_
369	delim	§	DELIM	§	_	_	_	_
370	delim	 	BLANK	BLANK	_	_	_	_
371	forme	Alternance	NC	alternance	NC	n=s|g=f	_()	P
372	delim	 	BLANK	BLANK	_	_	_	_
373	forme	des	P+D	de	P+D	n=p	DEP(371)	_
374	delim	 	BLANK	BLANK	_	_	_	_
375	forme	séquences	NC	séquence	NC	n=p|g=f	PREP(373)	_
376	delim	 	BLANK	BLANK	_	_	_	_
377	delim	§	DELIM	§	_	_	_	_
378	delim	 	BLANK	BLANK	_	_	_	_
379	forme	Le	DET	le	DET	n=s|g=m	DET(381)	P
380	delim	 	BLANK	BLANK	_	_	_	_
381	forme	guide	NC	guide	NC	n=s	_()	_
382	delim	 	BLANK	BLANK	_	_	_	_
383	forme	de	P	de	P	_	DEP(381)	_
384	delim	 	BLANK	BLANK	_	_	_	_
385	forme	voyage	NC	voyage	NC	n=s|g=m	PREP(383)	_
386	delim	 	BLANK	BLANK	_	_	_	_
387	delim	:	PONCT	:	_	_	_	_
388	delim	 	BLANK	BLANK	_	_	_	_
389	forme	un	DET	un	DET	n=s|g=m	DET(395)	_
390	delim	 	BLANK	BLANK	_	_	_	_
391	forme	ou	CC	ou	CC	_	COORD(389)	P
392	delim	 	BLANK	BLANK	_	_	_	_
393	forme	des	DET	des	DET	n=p	DEP_COORD(391)	_
394	delim	 	BLANK	BLANK	_	_	_	_
395	forme	genres	NC	genre	NC	n=p|g=m	MOD(381)	_
396	delim	 	BLANK	BLANK	_	_	_	_
397	forme	de	P	de	P	_	DEP(395)	_
398	delim	 	BLANK	BLANK	_	_	_	_
399	forme	discours	NC	discours	NC	g=m	PREP(397)	_
400	delim	 	BLANK	BLANK	_	_	_	_
401	delim	?	PONCT	?	_	_	_	_
402	delim	 	BLANK	BLANK	_	_	_	_
403	delim	§	DELIM	§	_	_	_	_
404	delim	 	BLANK	BLANK	_	_	_	_
405	forme	genres	NC	genre	NC	n=p|g=m	_()	P
406	delim	 	BLANK	BLANK	_	_	_	_
407	forme	discurifs	NC	_	NC	_	MOD(405)	_
408	delim	 	BLANK	BLANK	_	_	_	_
409	forme	de	P	de	P	_	DEP(405)	P
410	delim	 	BLANK	BLANK	_	_	_	_
411	forme	l'	DET	le	DET	n=s	DET(413)	_
412	delim	 	BLANK	BLANK	_	_	_	_
413	forme	alternance	NC	alternance	NC	n=s|g=f	PREP(409)	_
414	delim	 	BLANK	BLANK	_	_	_	_
415	forme	des	P+D	de	P+D	n=p	DEP(405)	_
416	delim	 	BLANK	BLANK	_	_	_	_
417	forme	genres	NC	genre	NC	n=p|g=m	PREP(415)	_
418	delim	 	BLANK	BLANK	_	_	_	_
419	forme	discursifs	ADJ	discursif	ADJ	n=p|g=m	MOD(417)	_
420	delim	 	BLANK	BLANK	_	_	_	_
421	delim	§	DELIM	§	_	_	_	_
422	delim	 	BLANK	BLANK	_	_	_	_
423	forme	Palais	NC	palais	NC	g=m	_()	_
424	delim	 	BLANK	BLANK	_	_	_	_
425	forme	de	P	de	P	_	DEP(423)	_
426	delim	 	BLANK	BLANK	_	_	_	_
427	forme	l'	DET	le	DET	n=s	DET(429)	_
428	delim	 	BLANK	BLANK	_	_	_	_
429	forme	Élysée	NPP	Élysée	NPP	n=s|g=f	PREP(425)	_
430	delim	 	BLANK	BLANK	_	_	_	_
431	delim	-	PONCT	-	_	_	_	_
432	delim	 	BLANK	BLANK	_	_	_	_
433	forme	Mardi	NC	mardi	NC	n=s|g=m	_()	_
434	delim	 	BLANK	BLANK	_	_	_	_
435	forme	15	ADJ	15	ADJ	_	MOD(433)	_
436	delim	 	BLANK	BLANK	_	_	_	_
437	forme	Mai	NC	mai	NC	n=s|g=m	MOD(433)	_
438	delim	 	BLANK	BLANK	_	_	_	_
439	forme	2012	NC	2012	NC	_	MOD(437)	_
440	delim	 	BLANK	BLANK	_	_	_	_
441	delim	§	DELIM	§	_	_	_	_
442	delim	 	BLANK	BLANK	_	_	_	_
443	forme	Monsieur	NC	Monsieur	NC	n=s|g=m	_()	P
444	delim	 	BLANK	BLANK	_	_	_	_
445	forme	le	DET	le	DET	n=s|g=m	DET(447)	_
446	delim	 	BLANK	BLANK	_	_	_	_
447	forme	Chef	NPP	_	NPP	_	MOD(443)	_
448	delim	 	BLANK	BLANK	_	_	_	_
449	delim	,	PONCT	,	_	_	_	_
450	delim	 	BLANK	BLANK	_	_	_	_
451	forme	Mesdames	NPP	_	NPP	_	MOD(443)	_
452	delim	 	BLANK	BLANK	_	_	_	_
453	delim	,	PONCT	,	_	_	_	_
454	delim	 	BLANK	BLANK	_	_	_	_
455	forme	Messieurs	NC	Monsieur	NC	n=p|g=m	MOD(443)	_
456	delim	 	BLANK	BLANK	_	_	_	_
457	delim	§	DELIM	§	_	_	_	_
458	delim	 	BLANK	BLANK	_	_	_	_
459	forme	En	P	en	P	_	MOD(469)	_
460	delim	 	BLANK	BLANK	_	_	_	_
461	forme	ce	DET	ce	DET	n=s|g=m	DET(463)	P
462	delim	 	BLANK	BLANK	_	_	_	_
463	forme	jour	NC	jour	NC	n=s|g=m	PREP(459)	_
464	delim	 	BLANK	BLANK	_	_	_	_
465	forme	je	CLS	je	CLS	n=s|p=1	SUJ(469)	_
466	delim	 	BLANK	BLANK	_	_	_	_
467	forme	suis	V	être	V	n=s|t=P|p=1	AUX_TPS(469)	_
468	delim	 	BLANK	BLANK	_	_	_	_
469	forme	investi	VPP	investir	VPP	n=s|g=m|t=K	ROOT	_
470	delim	 	BLANK	BLANK	_	_	_	_
471	forme	de	P	de	P	_	MOD(469)	_
472	delim	 	BLANK	BLANK	_	_	_	_
473	forme	la	DET	la	DET	n=s|g=f	DET(479)	_
474	delim	 	BLANK	BLANK	_	_	_	_
475	forme	plus	ADV	plus	ADV	_	MOD(477)	_
476	delim	 	BLANK	BLANK	_	_	_	_
477	forme	haute	ADJ	haut	ADJ	n=s|g=f	MOD(479)	_
478	delim	 	BLANK	BLANK	_	_	_	_
479	forme	charge	NC	charge	NC	n=s|g=f	PREP(471)	_
480	delim	 	BLANK	BLANK	_	_	_	_
481	forme	des	P+D	de	P+D	n=p	DEP(479)	_
482	delim	 	BLANK	BLANK	_	_	_	_
483	forme	cuisines	NC	cuisine	NC	n=p|g=f	PREP(481)	_
484	delim	 	BLANK	BLANK	_	_	_	_
485	delim	,	PONCT	,	_	_	_	_
486	delim	 	BLANK	BLANK	_	_	_	_
487	forme	j'	CLS	je	CLS	n=s|p=1	SUJ(489)	_
488	delim	 	BLANK	BLANK	_	_	_	_
489	forme	adresse	V	adresser	V	n=s|t=P,S|p=1,3	MOD(469)	_
490	delim	 	BLANK	BLANK	_	_	_	_
491	forme	aux	P+D	à	P+D	n=p	MOD(489)	_
492	delim	 	BLANK	BLANK	_	_	_	_
493	forme	commis	VPP	commettre	VPP	g=m|t=K	PREP(491)	_
494	delim	 	BLANK	BLANK	_	_	_	_
495	forme	un	DET	un	DET	n=s|g=m	_()	_
496	delim	 	BLANK	BLANK	_	_	_	_
497	delim	§	DELIM	§	_	_	_	_
498	delim	 	BLANK	BLANK	_	_	_	_
499	forme	Il	CLS	il	CLS	n=s|g=m|p=3	SUJ(501)	P
500	delim	 	BLANK	BLANK	_	_	_	_
501	forme	faudra	V	falloir	V	n=s|t=F|p=3	ROOT	_
502	delim	 	BLANK	BLANK	_	_	_	_
503	forme	faire	VINF	faire	VINF	t=W	OBJ(501)	_
504	delim	 	BLANK	BLANK	_	_	_	_
505	forme	preuve	NC	preuve	NC	n=s|g=f	OBJ(503)	_
506	delim	 	BLANK	BLANK	_	_	_	_
507	forme	de	P	de	P	_	MOD(503)	_
